SchoolName,SizeSetting,Control,F20Enrollment
SAE Institute of Technology-Chicago,"Two-year, very small",Private for-profit,183
San Joaquin College of Law,Exclusively graduate/professional,Private not-for-profit,183
Sh'or Yoshuv Rabbinical College,"Four-year, very small, highly residential",Private not-for-profit,183
Cankdeska Cikana Community College,"Four-year, small, primarily nonresidential",Public,182
Charlotte Christian College and Theological Seminary,"Four-year, very small, primarily nonresidential",Private not-for-profit,182
Fortis Institute-Forty Fort,"Two-year, very small",Private for-profit,182
Austin Presbyterian Theological Seminary,Exclusively graduate/professional,Private not-for-profit,181
Hebrew Theological College,"Four-year, very small, highly residential",Private not-for-profit,181
Appalachian College of Pharmacy,Exclusively graduate/professional,Private not-for-profit,180
Catholic Distance University,"Four-year, very small, primarily nonresidential",Private not-for-profit,180
Fremont College,"Four-year, very small, primarily nonresidential",Private for-profit,180
Glendale Career College-Brightwood Teachout,"Two-year, very small",Private for-profit,180
Saint Charles Borromeo Seminary-Overbrook,"Four-year, very small, highly residential",Private not-for-profit,180
Wade College,"Four-year, very small, primarily nonresidential",Private for-profit,180
Evangelical Theological Seminary,Exclusively graduate/professional,Private not-for-profit,179
Nueta Hidatsa Sahnish College,"Four-year, very small, primarily nonresidential",Public,179
Oblate School of Theology,Exclusively graduate/professional,Private not-for-profit,179
Carver Career Center,"Two-year, very small",Public,178
Blessing Rieman College of Nursing and Health Sciences,"Four-year, very small, primarily nonresidential",Private not-for-profit,177
CEM College-Humacao,"Four-year, very small, primarily nonresidential",Private for-profit,177
Payne Theological Seminary,Exclusively graduate/professional,Private not-for-profit,177
Saint Meinrad School of Theology,Exclusively graduate/professional,Private not-for-profit,176
Atlantic Institute of Oriental Medicine,"Four-year, very small, primarily nonresidential",Private not-for-profit,174
California Miramar University,"Four-year, very small, primarily nonresidential",Private for-profit,174
Carrington College-Ontario,"Two-year, very small",Private for-profit,174
Hazelden Betty Ford Graduate School of Addiction Studies,Exclusively graduate/professional,Private not-for-profit,174
Southern California Seminary,"Four-year, very small, primarily nonresidential",Private not-for-profit,174
College of Menominee Nation,"Four-year, very small, primarily nonresidential",Public,173
Congregation Talmidei Mesivta Tiferes Shmiel Aleksander,"Four-year, very small, highly residential",Private not-for-profit,173
Rainy River Community College,"Two-year, very small",Public,173
WellSpring School of Allied Health-Kansas City,"Two-year, very small",Private for-profit,173
Trinity International University-Florida,"Four-year, very small, primarily nonresidential",Private not-for-profit,172
Acupuncture and Massage College,"Four-year, small, primarily nonresidential",Private for-profit,171
EDP University of Puerto Rico-Villalba,"Two-year, very small",Private not-for-profit,171
Living Arts College,"Four-year, very small, primarily residential",Private for-profit,171
Presbyterian Theological Seminary in America,"Four-year, very small, primarily nonresidential",Private not-for-profit,171
Worsham College of Mortuary Science,"Two-year, very small",Private for-profit,171
Yeshiva Kollel Tifereth Elizer,"Four-year, very small, primarily nonresidential",Private not-for-profit,171
Appalachian School of Law,Exclusively graduate/professional,Private not-for-profit,170
Chatfield College,"Two-year, very small",Private not-for-profit,170
East Ohio College,"Two-year, very small",Private for-profit,170
Manhattan Christian College,"Four-year, very small, primarily residential",Private not-for-profit,170
Phillips Theological Seminary,Exclusively graduate/professional,Private not-for-profit,170
American Academy of Art,"Four-year, very small, primarily nonresidential",Private not-for-profit,169
Great Lakes Christian College,"Four-year, very small, highly residential",Private not-for-profit,169
Union Presbyterian Seminary,Exclusively graduate/professional,Private not-for-profit,169
Columbia Central University-Yauco,"Four-year, very small, primarily nonresidential",Private for-profit,168
Reformed University,"Four-year, very small, primarily nonresidential",Private not-for-profit,168
Carolina College of Biblical Studies,"Four-year, very small, primarily nonresidential",Private not-for-profit,167
John A Gupton College,"Two-year, very small",Private not-for-profit,167
America Evangelical University,"Four-year, very small, primarily nonresidential",Private not-for-profit,165
Mid-Atlantic Christian University,"Four-year, very small, highly residential",Private not-for-profit,165
Universidad Pentecostal Mizpa,"Four-year, very small, primarily nonresidential",Private not-for-profit,165
Casa Loma College-Van Nuys,"Two-year, very small",Private not-for-profit,164
Centura College-Chesapeake,"Four-year, very small, primarily nonresidential",Private for-profit,164
Southwestern College,Exclusively graduate/professional,Private not-for-profit,164
Air University,Exclusively graduate/professional,Public,162
Chief Dull Knife College,"Four-year, small, primarily nonresidential",Public,162
Lakeview College of Nursing,"Four-year, very small, primarily nonresidential",Private not-for-profit,162
Polytechnic University of Puerto Rico-Miami,"Four-year, very small, primarily nonresidential",Private not-for-profit,162
Ross Medical Education Center-Granger,"Two-year, very small",Private for-profit,161
Arlington Baptist University,"Four-year, very small, highly residential",Private not-for-profit,160
Athenaeum of Ohio,Exclusively graduate/professional,Private not-for-profit,160
Johnson University Florida,"Four-year, very small, highly residential",Private not-for-profit,160
Nazarene Theological Seminary,Exclusively graduate/professional,Private not-for-profit,160
Rabbinical College of Long Island,"Four-year, very small, highly residential",Private not-for-profit,160
Trinity Episcopal School for Ministry,Exclusively graduate/professional,Private not-for-profit,160
American Academy of Dramatic Arts-New York,"Two-year, very small",Private not-for-profit,159
Bakke Graduate University,Exclusively graduate/professional,Private not-for-profit,159
California Career College,"Two-year, very small",Private for-profit,159
Chester Career College,"Two-year, very small",Private for-profit,159
City College-Gainesville,"Four-year, very small, primarily nonresidential",Private not-for-profit,159
Hobe Sound Bible College,"Four-year, very small, primarily residential",Private not-for-profit,159
Walnut Hill College,"Four-year, very small, highly residential",Private for-profit,159
College Unbound,"Four-year, very small, primarily nonresidential",Private not-for-profit,158
Dongguk University Los Angeles,Exclusively graduate/professional,Private not-for-profit,158
Kehilath Yakov Rabbinical Seminary,"Four-year, very small, highly residential",Private not-for-profit,158
Machzikei Hadath Rabbinical College,"Four-year, very small, primarily residential",Private not-for-profit,158
Wesley Biblical Seminary,Exclusively graduate/professional,Private not-for-profit,158
Antioch University-PhD Program in Leadership and Change,Exclusively graduate/professional,Private not-for-profit,157
Christian Theological Seminary,Exclusively graduate/professional,Private not-for-profit,156
Mirrer Yeshiva Cent Institute,"Four-year, very small, highly residential",Private not-for-profit,156
Yeshiva Gedolah Keren Hatorah,"Two-year, very small",Private not-for-profit,156
Saint Elizabeth College of Nursing,"Two-year, very small",Private not-for-profit,155
Seminario Evangelico de Puerto Rico,Exclusively graduate/professional,Private not-for-profit,155
Alhambra Medical University,Exclusively graduate/professional,Private for-profit,154
Yeshiva Gedola Tiferes Yerachmiel,"Two-year, very small",Private not-for-profit,154
Kansas Christian College,"Four-year, very small, primarily residential",Private not-for-profit,152
Kuyper College,"Four-year, very small, primarily residential",Private not-for-profit,152
Presidio Graduate School,Exclusively graduate/professional,Private not-for-profit,152
Samaritan Hospital School of Nursing,"Two-year, very small",Private not-for-profit,152
School of Automotive Machinists & Technology,"Two-year, very small",Private for-profit,152
Louisville Presbyterian Theological Seminary,Exclusively graduate/professional,Private not-for-profit,151
Bais Medrash Toras Chesed,"Four-year, very small, highly residential",Private not-for-profit,150
Hawaii Medical College,"Two-year, very small",Private for-profit,150
Family of Faith Christian University,"Four-year, very small, primarily nonresidential",Private not-for-profit,148
Huntington University of Health Sciences,"Four-year, very small, primarily nonresidential",Private for-profit,147
Pacific Rim Christian University,"Four-year, very small, primarily nonresidential",Private not-for-profit,147
Remington College-Houston Southeast Campus,"Two-year, very small",Private not-for-profit,147
United Theological Seminary of the Twin Cities,Exclusively graduate/professional,Private not-for-profit,147
Women's Institute of Torah Seminary and College,"Four-year, very small, primarily nonresidential",Private not-for-profit,147
Curtis Institute of Music,"Four-year, very small, highly residential",Private not-for-profit,145
Lutheran School of Theology at Chicago,Exclusively graduate/professional,Private not-for-profit,145
University of Wisconsin-Parkside Flex,"Four-year, very small, primarily nonresidential",Public,145
Interior Designers Institute,"Four-year, very small, primarily nonresidential",Private for-profit,144
Aaniiih Nakoda College,"Four-year, small, primarily nonresidential",Public,143
Belanger School of Nursing,"Two-year, very small",Private not-for-profit,143
CEM College-Bayamon,"Four-year, very small, primarily nonresidential",Private for-profit,143
University of Phoenix-Nevada,"Four-year, very small, primarily nonresidential",Private for-profit,143
Yeshivas Maharit D'Satmar,"Four-year, very small, primarily nonresidential",Private not-for-profit,143
Bet Medrash Gadol Ateret Torah,"Four-year, very small, primarily nonresidential",Private not-for-profit,142
Boston Graduate School of Psychoanalysis Inc,Exclusively graduate/professional,Private not-for-profit,142
Brite Divinity School,Exclusively graduate/professional,Private not-for-profit,142
Caribbean University-Vega Baja,"Four-year, very small, primarily nonresidential",Private not-for-profit,142
Hood Theological Seminary,Exclusively graduate/professional,Private not-for-profit,142
Saint Vincent de Paul Regional Seminary,Exclusively graduate/professional,Private not-for-profit,142
Yeshiva Yesoda Hatorah Vetz Chaim,"Four-year, very small, primarily residential",Private not-for-profit,142
White Earth Tribal and Community College,"Four-year, small, primarily nonresidential",Public,141
College of Business and Technology-Hialeah,"Two-year, very small",Private for-profit,140
PCI College,"Four-year, very small, primarily nonresidential",Private for-profit,140
Simmons College of Kentucky,"Four-year, very small, primarily nonresidential",Private not-for-profit,140
Hussian College-Daymar College Murfreesboro,"Two-year, very small",Private for-profit,139
Methodist Theological School in Ohio,Exclusively graduate/professional,Private not-for-profit,139
Sterling College,"Four-year, very small, highly residential",Private not-for-profit,139
Hebrew College,"Four-year, very small, primarily residential",Private not-for-profit,137
SIT Graduate Institute,Exclusively graduate/professional,Private not-for-profit,137
Shepherds Theological Seminary,Exclusively graduate/professional,Private not-for-profit,136
Yo San University of Traditional Chinese Medicine,Exclusively graduate/professional,Private not-for-profit,136
AOMA Graduate School of Integrative Medicine,Exclusively graduate/professional,Private for-profit,135
Episcopal Theological Seminary of the Southwest,Exclusively graduate/professional,Private not-for-profit,135
Sotheby's Institute of Art-NY,Exclusively graduate/professional,Private for-profit,135
St. Peter's Hospital College of Nursing,"Two-year, very small",Private not-for-profit,135
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,"Four-year, very small, highly residential",Private not-for-profit,135
California Institute of Arts & Technology-National City,"Two-year, very small",Private for-profit,134
Ponce Health Sciences University-Centro Universitario de San Juan,Exclusively graduate/professional,Private for-profit,134
Westminster Theological Seminary in California,Exclusively graduate/professional,Private not-for-profit,134
Commonwealth Technical Institute,"Two-year, very small",Private not-for-profit,133
Institute of Production and Recording,"Four-year, very small, primarily nonresidential",Private for-profit,133
John Patrick University of Health and Applied Sciences,"Four-year, very small, primarily nonresidential",Private for-profit,133
Leech Lake Tribal College,"Four-year, small, primarily nonresidential",Public,133
Phoenix Institute of Herbal Medicine & Acupuncture,Exclusively graduate/professional,Private for-profit,132
Talmudical Yeshiva of Philadelphia,"Four-year, very small, highly residential",Private not-for-profit,132
Triangle Tech Inc-Dubois,"Two-year, very small",Private for-profit,132
Yeshiva Karlin Stolin,"Four-year, very small, primarily residential",Private not-for-profit,132
Bnos Zion Of Bobov Seminary,"Two-year, very small",Private not-for-profit,131
Clear Creek Baptist Bible College,"Four-year, very small, primarily residential",Private not-for-profit,131
Houston Graduate School of Theology,Exclusively graduate/professional,Private not-for-profit,131
Peloton College,"Two-year, very small",Private for-profit,131
Triangle Tech Inc-Bethlehem,"Two-year, very small",Private for-profit,131
Design Institute of San Diego,"Four-year, very small, primarily nonresidential",Private for-profit,130
Unification Theological Seminary,Exclusively graduate/professional,Private not-for-profit,130
Bolivar Technical College,"Two-year, very small",Private not-for-profit,129
Homestead Schools,"Four-year, very small, primarily nonresidential",Private not-for-profit,129
Remington College-Baton Rouge Campus,"Two-year, very small",Private not-for-profit,129
Valley College of Medical Careers,"Two-year, very small",Private for-profit,129
American Trade School,"Two-year, very small",Private for-profit,128
Dewey University-Juana Díaz,"Four-year, very small, primarily nonresidential",Private not-for-profit,128
Institute for Clinical Social Work,Exclusively graduate/professional,Private not-for-profit,128
Paier College of Art Inc,"Four-year, very small, primarily nonresidential",Private for-profit,128
City Vision University,"Four-year, very small, primarily nonresidential",Private not-for-profit,127
Mount Angel Seminary,"Four-year, very small, highly residential",Private not-for-profit,127
Triangle Tech Inc-Greensburg,"Two-year, very small",Private for-profit,127
Yeshiva Derech Chaim,"Four-year, very small, highly residential",Private not-for-profit,127
Cranbrook Academy of Art,Exclusively graduate/professional,Private not-for-profit,126
Hellenic College-Holy Cross Greek Orthodox School of Theology,"Four-year, very small, highly residential",Private not-for-profit,126
Ultrasound Medical Institute,"Two-year, very small",Private for-profit,126
Meridian University,Exclusively graduate/professional,Private for-profit,125
Sisseton Wahpeton College,"Four-year, small, primarily residential",Public,125
Aquinas Institute of Theology,Exclusively graduate/professional,Private not-for-profit,124
Saint Michael College of Allied Health,"Two-year, very small",Private for-profit,124
Won Institute of Graduate Studies,Exclusively graduate/professional,Private not-for-profit,124
American College of Acupuncture and Oriental Med,Exclusively graduate/professional,Private for-profit,123
College of Court Reporting Inc,"Two-year, very small",Private for-profit,123
Pardee RAND Graduate School,Exclusively graduate/professional,Private not-for-profit,123
West Virginia Junior College-Bridgeport,"Two-year, very small",Private for-profit,123
Hope College of Arts and Sciences,"Two-year, very small",Private for-profit,122
Laurel Technical Institute,"Two-year, very small",Private for-profit,122
ETI Technical College,"Two-year, very small",Private for-profit,121
New Brunswick Theological Seminary,Exclusively graduate/professional,Private not-for-profit,121
Providence Christian College,"Four-year, very small, highly residential",Private not-for-profit,121
The Judge Advocate General's School,Exclusively graduate/professional,Public,121
Hartford International University for Religion and Peace,Exclusively graduate/professional,Private not-for-profit,120
Institute of World Politics,Exclusively graduate/professional,Private not-for-profit,120
Orion Technical College,"Four-year, very small, primarily nonresidential",Private for-profit,120
Careers Unlimited,"Four-year, very small, primarily nonresidential",Private for-profit,119
Clinton College,"Four-year, very small, highly residential",Private not-for-profit,119
Lansdale School of Business,"Two-year, very small",Private for-profit,119
University of East-West Medicine,Exclusively graduate/professional,Private for-profit,119
National American University-Ellsworth AFB Extension,"Four-year, very small, primarily nonresidential",Private for-profit,118
St. John's College of Nursing,"Four-year, very small, primarily nonresidential",Private not-for-profit,118
Baptist University of the Americas,"Four-year, very small, primarily residential",Private not-for-profit,117
Eden Theological Seminary,Exclusively graduate/professional,Private not-for-profit,117
Spertus Institute for Jewish Learning and Leadership,Exclusively graduate/professional,Private not-for-profit,117
University of Phoenix-Hawaii,"Four-year, very small, primarily nonresidential",Private for-profit,117
Antioch College,"Four-year, very small, highly residential",Private not-for-profit,116
Hussian College-Daymar College Columbus,"Two-year, very small",Private for-profit,116
The Chicago School of Professional Psychology at San Diego,Exclusively graduate/professional,Private not-for-profit,116
DeVry University-Pennsylvania,"Four-year, very small, primarily nonresidential",Private for-profit,115
Finger Lakes Health College of Nursing & Health Sciences,"Two-year, very small",Private not-for-profit,115
Rabbinical College Ohr Yisroel,"Four-year, very small, highly residential",Private not-for-profit,115
Rensselaer at Work,Exclusively graduate/professional,Private not-for-profit,115
Southside College of Health Sciences,"Two-year, very small",Private for-profit,115
Huntsville Bible College,"Four-year, very small, primarily nonresidential",Private not-for-profit,114
Louisiana Culinary Institute,"Two-year, very small",Private for-profit,114
Med Academy,"Two-year, very small",Private for-profit,114
Central Pennsylvania Institute of Science and Technology,"Two-year, very small",Public,113
FIDM-Fashion Institute of Design & Merchandising-San Francisco,"Four-year, very small, primarily nonresidential",Private for-profit,113
Little Priest Tribal College,"Four-year, small, primarily residential",Public,113
Jose Maria Vargas University,"Four-year, very small, primarily nonresidential",Private for-profit,111
Yeshiva Gedolah of Cliffwood,"Four-year, very small, highly residential",Private not-for-profit,111
Baptist Missionary Association Theological Seminary,"Four-year, very small, primarily nonresidential",Private not-for-profit,110
Daoist Traditions College of Chinese Medical Arts,Exclusively graduate/professional,Private for-profit,110
DeVry University-Colorado,"Four-year, very small, primarily nonresidential",Private for-profit,110
Heritage Christian University,"Four-year, very small, primarily nonresidential",Private not-for-profit,110
Valley Forge Military College,"Two-year, very small",Private not-for-profit,110
Davis College,"Two-year, very small",Private for-profit,109
Stevens-The Institute of Business & Arts,"Four-year, very small, primarily nonresidential",Private for-profit,109
Triangle Tech Inc-Pittsburgh,"Two-year, very small",Private for-profit,109
Miami Media School,"Two-year, very small",Private for-profit,108
Universal Technology College of Puerto Rico,"Four-year, very small, primarily nonresidential",Private not-for-profit,108
Anabaptist Mennonite Biblical Seminary,Exclusively graduate/professional,Private not-for-profit,107
Caris College,"Two-year, very small",Private for-profit,107
Delaware College of Art and Design,"Two-year, very small",Private not-for-profit,107
Ohio Business College-Sandusky,"Two-year, very small",Private for-profit,107
Saint Joseph Seminary College,"Four-year, very small, highly residential",Private not-for-profit,107
Nashotah House,Exclusively graduate/professional,Private not-for-profit,106
Red Lake Nation College,"Four-year, small, primarily nonresidential",Public,106
Yeshiva Shaar Hatorah,"Four-year, very small, highly residential",Private not-for-profit,106
Yeshiva Sholom Shachna,"Four-year, very small, highly residential",Private not-for-profit,106
CEM College-Mayaguez,"Four-year, very small, primarily nonresidential",Private for-profit,105
Future-Tech Institute,"Two-year, very small",Private for-profit,105
Saint John's Seminary,"Four-year, very small, highly residential",Private not-for-profit,105
Texas Health and Science University,"Four-year, very small, primarily nonresidential",Private for-profit,104
Elim Bible Institute and College,"Two-year, very small",Private not-for-profit,103
Oak Hills Christian College,"Four-year, very small, highly residential",Private not-for-profit,103
Urshan Graduate School of Theology,Exclusively graduate/professional,Private not-for-profit,103
Boise Bible College,"Four-year, very small, highly residential",Private not-for-profit,101
Hussian College-Philadelphia,"Four-year, very small, primarily nonresidential",Private for-profit,101
MediaTech Institute-Houston,"Two-year, very small",Private for-profit,101
Northwest College of Art & Design,"Four-year, very small, primarily nonresidential",Private for-profit,101
Saint Paul School of Theology,Exclusively graduate/professional,Private not-for-profit,101
Webb Institute,"Four-year, very small, highly residential",Private not-for-profit,101
FINE Mortuary College,"Two-year, very small",Private for-profit,100
Pacific School of Religion,Exclusively graduate/professional,Private not-for-profit,100
St Louis College of Health Careers-St Louis,"Two-year, very small",Private for-profit,100
Taylor Business Institute,"Two-year, very small",Private for-profit,100
Acupuncture and Integrative Medicine College-Berkeley,Exclusively graduate/professional,Private not-for-profit,99
Centura College-Virginia Beach,"Four-year, very small, primarily nonresidential",Private for-profit,99
Educational Technical College-Recinto de Bayamon,"Two-year, very small",Private for-profit,99
Lancaster Theological Seminary,Exclusively graduate/professional,Private not-for-profit,99
Santa Barbara Business College-Bakersfield,"Four-year, very small, primarily nonresidential",Private for-profit,99
Ross College-Hopkinsville,"Two-year, very small",Private for-profit,98
Sacred Heart Seminary and School of Theology,Exclusively graduate/professional,Private not-for-profit,98
Academy of Chinese Culture and Health Sciences,Exclusively graduate/professional,Private not-for-profit,97
New York Academy of Art,Exclusively graduate/professional,Private not-for-profit,97
Colorado School of Trades,"Two-year, very small",Private for-profit,96
Platt College-San Diego,"Four-year, very small, primarily nonresidential",Private for-profit,96
Saginaw Chippewa Tribal College,"Four-year, small, primarily nonresidential",Public,96
Seattle Film Institute,"Four-year, very small, primarily nonresidential",Private for-profit,96
Academy College,"Four-year, very small, primarily nonresidential",Private for-profit,95
College of Business and Technology-Main Campus,"Two-year, very small",Private for-profit,95
Maple Springs Baptist Bible College and Seminary,"Four-year, very small, primarily nonresidential",Private not-for-profit,95
Cochran School of Nursing,"Two-year, very small",Private not-for-profit,94
Alaska Christian College,"Two-year, very small",Private not-for-profit,93
American College of the Building Arts,"Four-year, very small, primarily nonresidential",Private not-for-profit,93
American Jewish University,"Four-year, very small, highly residential",Private not-for-profit,93
San Diego Global Knowledge University,"Four-year, very small, primarily nonresidential",Private for-profit,93
Mid-America College of Funeral Service,"Four-year, very small, primarily nonresidential",Private not-for-profit,92
St Joseph School of Nursing,"Two-year, very small",Private not-for-profit,92
Academy for Five Element Acupuncture,Exclusively graduate/professional,Private not-for-profit,91
Bais Medrash Elyon,"Four-year, very small, highly residential",Private not-for-profit,91
St Bernard's School of Theology and Ministry,Exclusively graduate/professional,Private not-for-profit,91
Interactive College of Technology-Morrow,"Two-year, very small",Private for-profit,90
Irell & Manella Graduate School of Biological Sciences at Beckman Research Institute of City of Hope,Exclusively graduate/professional,Private not-for-profit,90
Yeshiva Shaarei Torah of Rockland,"Four-year, very small, highly residential",Private not-for-profit,90
University of Texas Health Science Center at Tyler,Exclusively graduate/professional,Public,89
Institute for Doctoral Studies in the Visual Arts,Exclusively graduate/professional,Private not-for-profit,88
Keser Torah-Mayan Hatalmud,"Four-year, very small, highly residential",Private not-for-profit,88
Lexington Theological Seminary,Exclusively graduate/professional,Private not-for-profit,88
Montefiore School of Nursing,"Two-year, very small",Private not-for-profit,88
Chicago School of Professional Psychology at Dallas,Exclusively graduate/professional,Private not-for-profit,87
Kentucky Mountain Bible College,"Four-year, very small, primarily residential",Private not-for-profit,87
Starr King School for the Ministry,Exclusively graduate/professional,Private not-for-profit,87
Pontifical College Josephinum,"Four-year, very small, highly residential",Private not-for-profit,86
Professional Golfers Career College,"Two-year, very small",Private for-profit,86
Yeshiva Gedolah Kesser Torah,"Four-year, very small, highly residential",Private not-for-profit,85
Cincinnati College of Mortuary Science,"Four-year, very small, primarily nonresidential",Private not-for-profit,84
Colorado School of Traditional Chinese Medicine,Exclusively graduate/professional,Private for-profit,84
Southwestern Christian College,"Four-year, very small, highly residential",Private not-for-profit,84
ATA College,"Two-year, very small",Private for-profit,83
Meadville Lombard Theological School,Exclusively graduate/professional,Private not-for-profit,83
Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,Exclusively graduate/professional,Private not-for-profit,83
Yeshiva Shaar Ephraim,"Four-year, very small, highly residential",Private not-for-profit,83
Chicago School of Professional Psychology - College of Nursing and Advanced Health Professions,"Four-year, very small, primarily nonresidential",Private not-for-profit,81
Yeshiva Gedolah of Woodlake Village,"Four-year, very small, highly residential",Private not-for-profit,81
Champion Christian College,"Four-year, very small, highly residential",Private not-for-profit,80
Thomas More College of Liberal Arts,"Four-year, very small, highly residential",Private not-for-profit,80
Wisconsin School of Professional Psychology,Exclusively graduate/professional,Private not-for-profit,80
Davis College,"Four-year, very small, primarily residential",Private not-for-profit,79
East West College of Natural Medicine,Exclusively graduate/professional,Private for-profit,79
Keweenaw Bay Ojibwa Community College,"Four-year, small, primarily nonresidential",Public,79
Morrison Institute of Technology,"Two-year, very small",Private not-for-profit,79
Saint Vladimirs Orthodox Theological Seminary,Exclusively graduate/professional,Private not-for-profit,79
International Baptist College and Seminary,"Four-year, very small, primarily residential",Private not-for-profit,78
Laurel Technical Institute,"Two-year, very small",Private for-profit,78
The Santa Barbara and Ventura Colleges of Law at Santa Barbara,Exclusively graduate/professional,Private not-for-profit,78
Omega Graduate School,Exclusively graduate/professional,Private not-for-profit,77
St. John Vianney College Seminary,"Four-year, very small, highly residential",Private not-for-profit,77
Yeshiva Gedolah Shaarei Shmuel,"Four-year, very small, highly residential",Private not-for-profit,77
Ecumenical Theological Seminary,Exclusively graduate/professional,Private not-for-profit,76
High Tech High Graduate School of Education,Exclusively graduate/professional,Private not-for-profit,76
Saint Louis Christian College,"Four-year, very small, highly residential",Private not-for-profit,76
Yeshiva of the Telshe Alumni,"Four-year, very small, highly residential",Private not-for-profit,75
Carolina Christian College,"Four-year, very small, primarily residential",Private not-for-profit,74
Pontifical John Paul II Institute for Studies on Marriage and Family,Exclusively graduate/professional,Private not-for-profit,74
Yeshiva Chemdas Hatorah,"Four-year, very small, highly residential",Private not-for-profit,74
Houston International College Cardiotech Ultrasound School,"Two-year, very small",Private for-profit,73
Rabbi Jacob Joseph School,"Four-year, very small, highly residential",Private not-for-profit,73
West Virginia Junior College-United Career Institute,"Two-year, very small",Private for-profit,73
Compass College of Cinematic Arts,"Four-year, very small, primarily nonresidential",Private not-for-profit,72
Dominican School of Philosophy & Theology,Exclusively graduate/professional,Private not-for-profit,72
Learnet Academy Inc,"Two-year, very small",Private for-profit,72
Puerto Rico School of Nurse Anesthetists,Exclusively graduate/professional,Private for-profit,72
WellSpring School of Allied Health-Wichita,"Two-year, very small",Private for-profit,72
Bethany Theological Seminary,Exclusively graduate/professional,Private not-for-profit,71
Church Divinity School of the Pacific,Exclusively graduate/professional,Private not-for-profit,71
Florida College of Integrative Medicine,Exclusively graduate/professional,Private for-profit,71
KD Conservatory College of Film and Dramatic Arts,"Two-year, very small",Private for-profit,71
Magdalen College,"Four-year, very small, highly residential",Private not-for-profit,71
Rosedale Bible College,"Two-year, very small",Private not-for-profit,71
Yeshiva D'monsey Rabbinical College,"Four-year, very small, highly residential",Private not-for-profit,71
Yeshiva Gedola Tiferes Yaakov Yitzchok,"Four-year, very small, highly residential",Private not-for-profit,71
Eastern School of Acupuncture and Traditional Medicine,Exclusively graduate/professional,Private for-profit,70
Northern Pennsylvania Regional College,"Two-year, very small",Private not-for-profit,70
Yeshivat Hechal Shemuel,"Four-year, very small, primarily nonresidential",Private not-for-profit,70
Divine Word College,"Four-year, very small, highly residential",Private not-for-profit,69
Bais Medrash of Dexter Park,"Four-year, very small, primarily nonresidential",Private not-for-profit,68
"Bexley Hall Seabury Western Theological Seminary Federation, Inc.",Exclusively graduate/professional,Private not-for-profit,68
Island Drafting and Technical Institute,"Two-year, very small",Private for-profit,68
Kenrick Glennon Seminary,Exclusively graduate/professional,Private not-for-profit,68
Williamson College,"Four-year, very small, primarily nonresidential",Private not-for-profit,68
Allegheny Wesleyan College,"Four-year, very small, highly residential",Private not-for-profit,67
Interactive College of Technology,"Two-year, very small",Private for-profit,67
Winebrenner Theological Seminary,Exclusively graduate/professional,Private not-for-profit,67
Hussian College-Daymar College Bowling Green,"Four-year, very small, primarily nonresidential",Private for-profit,66
Colorado Academy of Veterinary Technology,"Two-year, very small",Private for-profit,65
Fairfax University of America,"Four-year, very small, primarily nonresidential",Private not-for-profit,65
Jung Tao School of Classical Chinese Medicine,Exclusively graduate/professional,Private not-for-profit,64
Union Bible College,"Four-year, very small, highly residential",Private not-for-profit,64
Talmudical Academy-New Jersey,"Four-year, very small, highly residential",Private not-for-profit,63
Mesivtha Tifereth Jerusalem of America,"Four-year, very small, highly residential",Private not-for-profit,62
Midwest College of Oriental Medicine-Racine,Exclusively graduate/professional,Private for-profit,62
North Central Institute,"Two-year, very small",Private for-profit,62
Ross College-Quad Cities,"Two-year, very small",Private for-profit,62
Southeastern Baptist College,"Four-year, very small, highly residential",Private not-for-profit,62
Southeastern Free Will Baptist Bible College,"Four-year, very small, highly residential",Private not-for-profit,62
Academy for Jewish Religion-California,Exclusively graduate/professional,Private not-for-profit,61
Bais HaMedrash and Mesivta of Baltimore,"Four-year, very small, highly residential",Private not-for-profit,60
Boston Baptist College,"Four-year, very small, highly residential",Private not-for-profit,60
International College of Broadcasting,"Two-year, very small",Private for-profit,60
Latin American Bible Institute,"Four-year, very small, primarily residential",Private not-for-profit,60
Advanced College,"Two-year, very small",Private for-profit,59
Oak Valley College,"Four-year, very small, primarily nonresidential",Private not-for-profit,59
Rabbinical College Telshe,"Four-year, very small, highly residential",Private not-for-profit,59
YTI Career Institute-Altoona,"Two-year, very small",Private for-profit,59
Franciscan School of Theology,Exclusively graduate/professional,Private not-for-profit,57
Mechon L'hoyroa,"Four-year, very small, primarily nonresidential",Private not-for-profit,57
University of Fort Lauderdale,"Four-year, very small, primarily nonresidential",Private not-for-profit,57
Yellowstone Christian College,"Four-year, very small, highly residential",Private not-for-profit,57
Yeshivas Be'er Yitzchok,"Four-year, very small, primarily nonresidential",Private not-for-profit,57
Midwest College of Oriental Medicine-Skokie,Exclusively graduate/professional,Private for-profit,56
The General Theological Seminary,Exclusively graduate/professional,Private not-for-profit,56
United International College,"Four-year, very small, primarily nonresidential",Private for-profit,56
American Baptist College,"Four-year, very small, highly residential",Private not-for-profit,55
Jefferson Regional Medical Center School of Nursing,"Two-year, very small",Private not-for-profit,55
Yeshiva Gedolah of Greater Detroit,"Four-year, very small, highly residential",Private not-for-profit,55
