Name,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
The Testament of Sherlock Holmes,2012,Adventure,Focus Home Interactive,0,0.02,0,0,0.02,64,24,7.6,30,Frogwares,M
The Thing,2002,Adventure,Vivendi Games,0.22,0.17,0,0.06,0.44,78,27,7.4,41,Computer Artworks,M
The Thing,2002,Adventure,Vivendi Games,0.15,0.04,0,0.01,0.2,78,21,6.6,14,Computer Artworks,M
The Tomb Raider Trilogy,2011,Action,Square Enix,0.27,0.46,0,0.15,0.88,78,37,8.1,60,Crystal Dynamics,T
The Typing of the Dead,2000,Shooter,Sega,0,0,0.05,0,0.05,83,12,7.8,12,Smilebit,M
The Urbz: Sims in the City,2004,Simulation,Electronic Arts,0.52,0.95,0,0.29,1.76,70,25,8.2,24,Maxis,T
The Urbz: Sims in the City,2004,Simulation,Electronic Arts,0.37,0.22,0,0.03,0.62,72,6,9.2,25,Griptonite Games,E
The Urbz: Sims in the City,2004,Simulation,Electronic Arts,0.24,0.14,0,0.02,0.4,73,19,8.4,16,Maxis,T
The Urbz: Sims in the City,2004,Simulation,Electronic Arts,0.22,0.11,0,0.01,0.34,70,28,6.5,10,Maxis,T
The Void,2008,Adventure,Mamba Games,0,0.03,0,0.01,0.03,77,12,8.3,97,Ice-Pick Lodge,N/A
The Walking Dead: Survival Instinct,2013,Shooter,Activision,0.46,0.11,0,0.05,0.63,32,30,4,410,Terminal Reality,M
The Walking Dead: Survival Instinct,2013,Shooter,Activision,0.28,0.15,0,0.08,0.51,34,14,3.6,196,Terminal Reality,M
The Warriors,2005,Action,Take-Two Interactive,0.44,0.02,0,0.07,0.53,84,52,8.5,72,Rockstar Toronto,M
The Warriors,2005,Action,Take-Two Interactive,0.21,0.06,0,0.01,0.28,85,55,8.2,21,Rockstar Toronto,M
The Warriors,2007,Action,Take-Two Interactive,0.23,0.01,0,0.02,0.27,81,36,7.8,21,"Rockstar Toronto, Rockstar Leeds",M
The Weakest Link,2001,Misc,Activision,0.05,0.03,0,0.01,0.09,63,7,7.2,6,"Activision, Traveller's Tales",E
The Whispered World,2009,Adventure,Deep Silver,0,0.08,0,0.02,0.1,70,41,7.6,77,Daedalic Entertainment,E
The Witch and the Hundred Knight,2013,Role-Playing,Nippon Ichi Software,0.07,0.02,0.1,0.02,0.2,53,44,7.5,80,Nippon Ichi Software,T
The Witcher,2007,Role-Playing,Atari,0,0.05,0,0.01,0.06,81,50,8.8,1116,CD Projekt Red Studio,M
The Witcher: Enhanced Edition,2008,Role-Playing,Atari,0.32,0.01,0,0,0.32,86,30,8.5,1660,CD Projekt Red Studio,M
The Witcher 2: Assassins of Kings,2011,Action,Namco Bandai Games,0.25,0.56,0,0.14,0.96,88,76,8.5,4378,CD Projekt Red Studio,M
The Witcher 2: Assassins of Kings,2012,Action,Namco Bandai Games,0.48,0.32,0.02,0.08,0.9,88,82,8.3,818,CD Projekt Red Studio,M
The Witcher 3: Wild Hunt,2015,Role-Playing,Namco Bandai Games,1.02,2.13,0.23,0.59,3.97,92,79,9.2,10179,CD Projekt Red Studio,M
The Witcher 3: Wild Hunt,2015,Role-Playing,Namco Bandai Games,0.69,0.5,0,0.11,1.31,91,13,9.2,3963,CD Projekt Red Studio,M
The Witcher 3: Wild Hunt,2015,Role-Playing,Namco Bandai Games,0.21,0.46,0,0.05,0.72,93,32,9.3,10665,CD Projekt Red Studio,M
The Wizard of Oz: Beyond The Yellow Brick Road,2008,Role-Playing,D3Publisher,0.13,0,0,0.01,0.15,68,18,6,4,Media Vision,E
The Wolf Among Us,2011,Adventure,Telltale Games,0.01,0.02,0,0,0.03,83,5,7.7,88,N/A,N/A
The Wolf Among Us,2014,Adventure,Telltale Games,0.1,0.07,0,0.04,0.21,83,6,8.4,259,Telltale Games,M
The Wonderful 101,2013,Action,Nintendo,0.19,0.1,0.08,0.03,0.4,78,75,8.5,495,PlatinumGames,T
The World Ends With You,2007,Role-Playing,Square Enix,0.49,0.04,0.21,0.04,0.78,88,59,8.9,283,Jupiter Corporation,T
The X Files: Resist or Serve,2004,Adventure,Vivendi Games,0.06,0.05,0,0.02,0.12,67,31,8.4,8,Black Ops Entertainment,M
Thief: Deadly Shadows,2004,Action,Eidos Interactive,0.13,0.04,0,0.01,0.17,82,61,7.3,12,Ion Storm,M
Thor: God of Thunder,2011,Action,Sega,0.1,0.04,0,0.01,0.15,56,14,8,9,Red Fly Studio,T
Thor: God of Thunder,2011,Action,Sega,0.09,0.04,0,0.01,0.14,38,40,5.7,22,Liquid Entertainment,T
Thor: God of Thunder,2011,Action,Sega,0.07,0.05,0,0.02,0.14,39,35,4.4,19,Liquid Entertainment,T
Thor: God of Thunder,2011,Action,Sega,0.08,0.03,0,0.01,0.12,64,18,7.2,9,WayForward,E10+
Thor: God of Thunder,2011,Action,Sega,0.06,0.03,0,0.01,0.1,55,10,4.2,5,Red Fly Studio,T
Thrillville,2006,Strategy,Atari,0.55,0.02,0,0.09,0.66,69,32,2.9,52,Frontier Developments,E10+
Thrillville,2006,Strategy,Atari,0.18,0,0,0.02,0.2,72,13,2.8,39,Frontier Developments,E10+
Thrillville: Off the Rails,2007,Strategy,LucasArts,0.38,0.02,0,0.03,0.44,70,14,2.8,40,Frontier Developments,E10+
Thrillville: Off the Rails,2007,Strategy,LucasArts,0.2,0.16,0,0.05,0.42,70,11,1.7,30,Frontier Developments,E10+
Thrillville: Off the Rails,2007,Strategy,LucasArts,0.13,0.02,0,0.01,0.16,73,24,2.8,34,Frontier Developments,E10+
Thrillville: Off the Rails,2007,Strategy,LucasArts,0.09,0,0,0.01,0.1,72,7,0.6,24,Frontier Developments,E10+
Thrillville: Off the Rails,2007,Strategy,LucasArts,0.03,0.01,0,0,0.04,59,6,6.2,5,DC Studios,E
Thunderstrike: Operation Phoenix,2001,Simulation,Eidos Interactive,0.17,0.13,0,0.04,0.34,65,15,8.1,7,Core Design Ltd.,T
Tiger Woods PGA Tour,2004,Sports,Electronic Arts,0.13,0,0,0.01,0.14,64,21,7.4,7,Sensory Sweep,E
Tiger Woods PGA Tour,2005,Sports,Electronic Arts,0.19,0,0,0.02,0.21,78,25,7.4,14,EA Canada,E
Tiger Woods PGA Tour 06,2005,Sports,Electronic Arts,0.74,0.03,0,0.12,0.89,83,29,6.2,16,EA Sports,E
Tiger Woods PGA Tour 06,2005,Sports,Electronic Arts,0.35,0.11,0,0.02,0.48,81,30,5.1,11,EA Sports,E
Tiger Woods PGA Tour 06,2005,Sports,Electronic Arts,0.28,0,0,0.02,0.31,71,36,7.4,8,EA Sports,E
Tiger Woods PGA Tour 06,2005,Sports,Electronic Arts,0.18,0,0,0.01,0.2,80,15,7.9,8,Team Fusion,E
Tiger Woods PGA Tour 06,2005,Sports,Electronic Arts,0.08,0.02,0,0,0.11,82,19,4.8,4,EA Sports,E
Tiger Woods PGA Tour 07,2006,Sports,Electronic Arts,0.6,0.02,0,0.1,0.72,79,33,6,8,EA Redwood Shores,E
Tiger Woods PGA Tour 07,2006,Sports,Electronic Arts,0.44,0,0,0.04,0.48,80,44,7.9,21,EA Redwood Shores,E
Tiger Woods PGA Tour 07,2006,Sports,Electronic Arts,0.13,0.05,0,0.01,0.19,81,21,6.8,6,EA Redwood Shores,E
Tiger Woods PGA Tour 08,2007,Sports,Electronic Arts,0.93,0.01,0,0.08,1.02,72,24,7,22,EA Salt Lake,E
Tiger Woods PGA Tour 08,2007,Sports,Electronic Arts,0.22,0.37,0,0.14,0.73,79,30,6.6,7,EA Salt Lake,E
Tiger Woods PGA Tour 08,2007,Sports,Electronic Arts,0.49,0.02,0,0.04,0.54,80,45,7.8,26,EA Salt Lake,E
Tiger Woods PGA Tour 08,2007,Sports,Electronic Arts,0.05,0,0,0,0.06,81,10,7.6,8,Exient Entertainment,E
Tiger Woods PGA Tour 09,2008,Sports,Electronic Arts,0.34,0.22,0,0.1,0.65,82,34,7.2,9,EA Tiburon,E
Tiger Woods PGA Tour 09,2008,Sports,Electronic Arts,0.35,0.23,0,0.07,0.65,84,41,7.8,29,EA Tiburon,E
Tiger Woods PGA Tour 09,2008,Sports,Electronic Arts,0.07,0.18,0,0.1,0.36,53,4,5.5,6,Exient Entertainment,E
Tiger Woods PGA Tour 09 All-Play,2008,Sports,Electronic Arts,0.8,0.47,0,0.14,1.42,81,18,8.7,34,EA Tiburon,E
Tiger Woods PGA Tour 10,2009,Sports,Electronic Arts,0.6,0.36,0,0.11,1.07,88,44,8.8,57,EA Tiburon,E
Tiger Woods PGA Tour 10,2009,Sports,Electronic Arts,0.42,0.25,0,0.11,0.78,81,38,7.7,9,EA Tiburon,E
Tiger Woods PGA Tour 10,2009,Sports,Electronic Arts,0.39,0.2,0,0.06,0.65,80,51,6.9,20,EA Tiburon,E
Tiger Woods PGA Tour 11,2010,Sports,Electronic Arts,0.37,0.33,0,0.13,0.83,78,40,6.7,17,EA Sports,E
Tiger Woods PGA Tour 11,2010,Sports,Electronic Arts,0.23,0.25,0,0.06,0.54,84,29,8.3,23,EA Sports,E
Tiger Woods PGA Tour 11,2010,Sports,Electronic Arts,0.28,0.19,0,0.05,0.52,79,51,7.8,19,EA Sports,E
Tiger Woods PGA Tour 12: The Masters,2011,Sports,Electronic Arts,0.52,0.25,0,0.11,0.89,80,41,7.3,17,Electronic Arts,E
Tiger Woods PGA Tour 12: The Masters,2011,Sports,Electronic Arts,0.4,0.16,0,0.05,0.62,80,50,6.1,25,Electronic Arts,E
Tiger Woods PGA Tour 12: The Masters,2011,Sports,Electronic Arts,0.2,0.11,0,0.03,0.34,85,14,6.7,7,Electronic Arts,E
Tiger Woods PGA Tour 13,2012,Sports,Electronic Arts,0.24,0.21,0,0.08,0.54,75,14,5.7,9,Electronic Arts,E
Tiger Woods PGA Tour 13,2012,Sports,Electronic Arts,0.29,0.18,0,0.04,0.51,77,47,5.6,39,Electronic Arts,E
Tiger Woods PGA Tour 14,2013,Sports,Electronic Arts,0.16,0.14,0,0.07,0.37,74,28,3.8,26,EA Tiburon,E
Tiger Woods PGA Tour 14,2013,Sports,Electronic Arts,0.21,0.12,0,0.03,0.35,77,28,6.2,26,EA Tiburon,E
Tiger Woods PGA Tour 2002,2002,Sports,Electronic Arts,0.44,0.35,0,0.12,0.9,80,23,7.6,5,EA Sports,E
Tiger Woods PGA Tour 2003,2002,Sports,Electronic Arts,0.8,0.63,0,0.21,1.64,88,18,8.9,18,EA Sports,E
Tiger Woods PGA Tour 2003,2002,Sports,Electronic Arts,0.35,0.08,0,0.01,0.44,88,14,8.5,11,EA Sports,E
Tiger Woods PGA Tour 2003,2002,Sports,Electronic Arts,0.18,0.05,0,0.01,0.23,90,10,8,5,EA Sports,E
Tiger Woods PGA Tour 2004,2003,Sports,Electronic Arts,1.18,0.34,0,0.1,1.63,89,23,8.8,40,EA Sports,E
Tiger Woods PGA Tour 2004,2003,Sports,Electronic Arts,0.47,0.13,0,0.02,0.62,89,18,8.2,14,EA Sports,E
Tiger Woods PGA Tour 2004,2003,Sports,Electronic Arts,0.13,0.05,0,0,0.18,75,5,7.5,4,Backbone Emeryville,E
Tiger Woods PGA Tour 2004,2003,Sports,Electronic Arts,0.12,0.03,0,0,0.16,89,16,7.8,6,EA Sports,E
Tiger Woods PGA Tour 2005,2004,Sports,Electronic Arts,1.03,0.32,0,0.09,1.44,88,30,8.2,20,EA Sports,E
Tiger Woods PGA Tour 2005,2004,Sports,Electronic Arts,0.64,0.18,0,0.03,0.85,88,26,8.9,14,EA Sports,E
Tiger Woods PGA Tour 2005,2004,Sports,Electronic Arts,0,0.01,0,0,0.01,91,16,4.5,39,Headgate,E
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,2004,Adventure,Disney Interactive Studios,0.17,0.13,0,0.04,0.34,65,34,8.6,20,Capcom,E10+
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,2005,Adventure,Disney Interactive Studios,0.06,0.02,0,0,0.09,65,19,7.3,6,Capcom,E10+
Tim Burton's The Nightmare Before Christmas: The Pumpkin King,2005,Platform,Disney Interactive Studios,0.1,0.04,0,0,0.14,71,5,5.5,6,TOSE,E10+
Time and Eternity,2012,Role-Playing,Nippon Ichi Software,0.06,0.03,0.06,0.02,0.17,42,40,5,78,"Image Epoch, Imageepoch",T
Time Crisis: Project Titan,2001,Shooter,Namco Bandai Games,0.03,0.02,0,0,0.05,71,13,6.7,6,Flying Tiger Development,T
Time Crisis: Razing Storm,2010,Shooter,Namco Bandai Games,0.18,0.2,0.07,0.08,0.54,58,49,5.9,15,Nex Entertainment,T
Time Crisis 3,2003,Shooter,Namco Bandai Games,0.3,0.23,0,0.08,0.61,81,29,8.1,12,Namco,T
Time Crisis 4,2007,Shooter,Namco Bandai Games,0.32,0.32,0.05,0.14,0.83,60,52,7.4,21,Nex Entertainment,T
Time Crisis II,2001,Shooter,Namco Bandai Games,0.26,0.2,0,0.07,0.53,81,21,7.9,20,Namco,T
Time Hollow,2008,Adventure,Konami Digital Entertainment,0.03,0.01,0.11,0,0.16,64,24,7.8,21,Tenky,T
TimeShift,2007,Shooter,Vivendi Games,0.36,0.02,0,0.03,0.41,70,58,7.9,63,Saber Interactive,M
TimeShift,2007,Shooter,Vivendi Games,0.14,0,0,0.01,0.16,70,16,6.3,27,Saber Interactive,M
TimeShift,2007,Shooter,Vivendi Games,0.01,0,0,0,0.01,71,30,7.6,124,Saber Interactive,M
TimeSplitters,2000,Shooter,Eidos Interactive,0.21,0.17,0,0.06,0.43,81,23,8,40,Free Radical Design,T
TimeSplitters: Future Perfect,2005,Shooter,Electronic Arts,0.12,0.09,0,0.03,0.24,84,39,9.1,117,Free Radical Design,M
TimeSplitters: Future Perfect,2005,Shooter,Electronic Arts,0.12,0.03,0,0.01,0.16,83,54,8.9,35,Free Radical Design,M
TimeSplitters: Future Perfect,2005,Shooter,Electronic Arts,0.06,0.02,0,0,0.08,82,32,9.1,41,Free Radical Design,M
TimeSplitters 2,2002,Shooter,Eidos Interactive,0.34,0.27,0,0.09,0.7,90,33,8.8,127,Free Radical Design,T
TimeSplitters 2,2002,Shooter,Eidos Interactive,0.29,0.33,0,0.01,0.64,88,20,7.7,34,Free Radical Design,T
TimeSplitters 2,2002,Shooter,Eidos Interactive,0.34,0.09,0,0.01,0.44,88,18,9,65,Free Radical Design,T
Titanfall,2014,Shooter,Electronic Arts,1.84,0.8,0.04,0.27,2.95,86,68,6.4,2658,Respawn Entertainment,M
Titanfall,2014,Shooter,Electronic Arts,0.87,0.34,0.02,0.13,1.36,83,21,5.9,371,Bluepoint Games,M
Titanfall,2014,Shooter,Electronic Arts,0.22,0.3,0,0.04,0.56,86,29,6.2,1727,Respawn Entertainment,M
Titanfall 2,2016,Shooter,Electronic Arts,0.34,0.25,0.05,0.12,0.75,89,56,8.4,704,Respawn Entertainment,M
Titanfall 2,2016,Shooter,Electronic Arts,0.37,0.15,0,0.05,0.57,87,31,8,261,Respawn Entertainment,M
Titanfall 2,2016,Shooter,Electronic Arts,0.03,0.04,0,0.01,0.08,85,27,8,488,Respawn Entertainment,M
Titan Quest,2006,Role-Playing,THQ,0.01,0.04,0,0.01,0.06,77,51,8.1,387,Iron Lore Entertainment,T
TMNT,2007,Action,Ubisoft,0.48,0.03,0,0.05,0.56,58,31,6.3,32,Ubisoft Montreal,E10+
TMNT,2007,Action,Ubisoft,0.3,0.03,0,0.03,0.36,60,17,5.9,11,Ubisoft Montreal,E10+
TMNT,2007,Action,Ubisoft,0.1,0,0,0.01,0.11,37,7,4.1,12,Ubisoft Montreal,E10+
TMNT,2007,Action,Ubisoft,0.03,0.01,0,0,0.04,42,10,2.2,5,Ubisoft Quebec,E10+
TMNT: Mutant Melee,2005,Fighting,Konami Digital Entertainment,0.06,0.01,0,0,0.07,44,16,2.8,4,Konami Computer Entertainment Hawaii,T
TMNT: Mutant Melee,2005,Fighting,Konami Digital Entertainment,0.01,0,0,0,0.02,43,13,4.8,5,Konami Computer Entertainment Hawaii,T
TNA iMPACT: Cross the Line,2010,Fighting,SouthPeak Games,0.05,0,0,0,0.05,50,6,6.5,4,Point of View,T
TOCA Race Driver 3,2006,Racing,Codemasters,0.04,0.03,0,0.01,0.08,82,26,7.2,15,Codemasters,E10+
TOCA Race Driver 3,2006,Racing,Codemasters,0.03,0.01,0,0,0.03,84,25,8,6,Codemasters,E10+
TOCA Race Driver 3,2006,Racing,Codemasters,0,0.02,0,0,0.02,84,16,7.8,53,Codemasters,E10+
Tokobot,2005,Platform,Take-Two Interactive,0.06,0,0,0,0.06,72,30,7.3,8,Tecmo,E
Tokyo Jungle,2012,Action,Sony Computer Entertainment,0,0,0.26,0,0.26,74,60,8.4,89,Crispy's,T
Tokyo Twilight Ghost Hunters,2014,Role-Playing,Aksys Games,0.03,0.01,0.02,0.01,0.07,63,12,7,16,TOYBOX,T
Tokyo Twilight Ghost Hunters,2014,Role-Playing,Aksys Games,0.03,0,0.02,0.01,0.06,64,11,6.4,17,TOYBOX,T
Tokyo Xtreme Racer 3,2003,Racing,Genki,0.35,0.27,0.21,0.09,0.91,63,15,8.9,23,Genki,E
Tokyo Xtreme Racer DRIFT,2003,Racing,Genki,0.09,0.07,0,0.02,0.18,59,13,8.6,15,Genki,E
Tokyo Xtreme Racer Zero,2000,Racing,Crave Entertainment,0.66,0.52,0.15,0.17,1.5,76,15,8.9,64,Genki,E
Tomb Raider,1996,Action,Eidos Interactive,2.29,1.97,0.13,0.24,4.63,91,13,8.6,147,Core Design Ltd.,T
Tomb Raider,1996,Action,Eidos Interactive,0.96,0.07,0,0,1.03,86,18,8.5,3552,"Crystal Dynamics, Nixxes Software",M
Tomb Raider: Anniversary,2007,Action,Eidos Interactive,0.12,0.62,0,0.11,0.85,73,22,7.3,25,Crystal Dynamics,T
Tomb Raider: Anniversary,2007,Action,Eidos Interactive,0.21,0.22,0,0.13,0.57,78,32,8.2,28,Crystal Dynamics,T
Tomb Raider: Anniversary,2007,Action,Eidos Interactive,0.12,0.22,0,0.05,0.39,77,33,8.3,39,Crystal Dynamics,T
Tomb Raider: Anniversary,2007,Action,Eidos Interactive,0,0.03,0,0.01,0.03,83,26,8.1,242,Nixxes Software,T
Tomb Raider: Legend,2006,Action,Eidos Interactive,0.25,0.19,0.02,0.06,0.52,82,43,7.1,96,Crystal Dynamics,T
Tomb Raider: Legend,2006,Action,Eidos Interactive,0.09,0.24,0,0.12,0.46,67,28,7.9,30,Buzz Monkey,T
Tomb Raider: Legend,2006,Action,Eidos Interactive,0.27,0.07,0.01,0.03,0.37,80,54,7.3,84,Crystal Dynamics,T
Tomb Raider: Legend,2006,Action,Eidos Interactive,0.1,0.03,0,0,0.13,82,40,7.2,13,Crystal Dynamics,T
Tomb Raider: Legend,2006,Action,Eidos Interactive,0.06,0.02,0,0,0.08,78,6,7.8,8,Crystal Dynamics,T
Tomb Raider: Legend,2006,Action,Eidos Interactive,0.04,0.02,0,0.01,0.07,58,15,8,7,Human Soft,T
Tomb Raider: Legend,2006,Action,Eidos Interactive,0,0.01,0,0,0.02,82,31,7.9,244,Nixxes Software,T
Tomb Raider: The Prophecy,2002,Action,Ubisoft,0.1,0.04,0,0,0.14,66,20,8.8,13,Ubisoft Milan,T
Tomb Raider: Underworld,2008,Action,Eidos Interactive,0.45,0.55,0.05,0.22,1.26,75,42,7.2,166,Nixxes Software,T
Tomb Raider: Underworld,2008,Action,Eidos Interactive,0.53,0.42,0.01,0.11,1.07,76,57,6.6,198,Crystal Dynamics,T
Tomb Raider: Underworld,2008,Action,Eidos Interactive,0.13,0.27,0,0.05,0.45,70,12,7.2,20,Crystal Dynamics,T
Tomb Raider: Underworld,2008,Action,Eidos Interactive,0.15,0.02,0,0.01,0.19,70,9,8.4,10,Santa Cruz Games,T
Tomb Raider: Underworld,2008,Action,Eidos Interactive,0,0.06,0,0.01,0.08,80,20,7.7,272,Nixxes Software,T
Tom Clancy's EndWar,2008,Strategy,Ubisoft,0.58,0.24,0.01,0.09,0.91,77,63,7.2,53,Ubisoft Shanghai,T
Tom Clancy's EndWar,2008,Strategy,Ubisoft,0.33,0.22,0.01,0.1,0.66,76,33,6.6,42,Ubisoft Shanghai,T
Tom Clancy's EndWar,2008,Strategy,Ubisoft,0.1,0.01,0,0.01,0.11,68,7,5.9,8,"Funatics Software, Funatics",T
Tom Clancy's EndWar,2008,Strategy,Ubisoft,0.08,0.01,0,0.01,0.09,69,11,5.8,4,"Funatics Software, Funatics",T
Tom Clancy's EndWar,2009,Strategy,Ubisoft,0,0.02,0,0,0.02,68,24,6.7,42,Ubisoft Shanghai,T
Tom Clancy's Ghost Recon,2002,Shooter,Ubisoft,1.42,0.4,0,0.12,1.94,63,18,8.3,22,Ubisoft,M
Tom Clancy's Ghost Recon,2002,Shooter,Ubisoft,1.23,0.46,0,0.07,1.76,84,29,6.1,27,Red Storm Entertainment,M
Tom Clancy's Ghost Recon,2003,Shooter,Ubisoft,0.11,0.03,0,0,0.15,59,15,5.4,17,Red Storm Entertainment,M
Tom Clancy's Ghost Recon,2010,Shooter,Ubisoft,0.1,0.01,0,0.01,0.12,46,21,6.8,8,Next Level Games,T
Tom Clancy's Ghost Recon: Future Soldier,2012,Shooter,Ubisoft,0.93,0.4,0.02,0.12,1.47,79,75,7.2,334,Ubisoft Paris,M
Tom Clancy's Ghost Recon: Future Soldier,2012,Shooter,Ubisoft,0.41,0.32,0.09,0.12,0.95,79,18,6.9,156,Ubisoft Paris,M
Tom Clancy's Ghost Recon: Future Soldier,2012,Shooter,Ubisoft,0.05,0.1,0,0.02,0.17,71,13,4.9,368,Ubisoft Paris,M
Tom Clancy's Ghost Recon: Island Thunder,2003,Shooter,Ubisoft,0.61,0.24,0,0.03,0.87,81,33,8.8,17,Red Storm Entertainment,M
Tom Clancy's Ghost Recon: Jungle Storm,2004,Shooter,Ubisoft,0.57,0.44,0,0.15,1.16,70,31,6.3,24,Red Storm Entertainment,T
Tom Clancy's Ghost Recon: Shadow Wars,2011,Strategy,Ubisoft,0.22,0.09,0,0.03,0.34,77,49,7.9,78,Ubisoft,T
Tom Clancy's Ghost Recon 2,2004,Shooter,Ubisoft,0.86,0.45,0,0.06,1.36,80,53,8.9,58,Red Storm Entertainment,T
Tom Clancy's Ghost Recon 2,2004,Shooter,Ubisoft,0.64,0.34,0,0.1,1.08,58,21,6,19,Ubisoft Shanghai/Paris,T
Tom Clancy's Ghost Recon 2,2005,Shooter,Ubisoft,0.06,0.01,0,0,0.07,54,10,1.4,11,Ubisoft Shanghai,T
Tom Clancy's Ghost Recon 2: Summit Strike,2005,Shooter,Ubisoft,0.29,0.08,0,0.01,0.39,84,40,7.2,35,Red Storm Entertainment,T
Tom Clancy's Ghost Recon Advanced Warfighter,2006,Shooter,Ubisoft,1.4,0.02,0.02,0.1,1.54,90,78,8,215,Ubisoft Paris,T
Tom Clancy's Ghost Recon Advanced Warfighter,2006,Shooter,Ubisoft,0.21,0.11,0,0.01,0.33,66,14,6,27,Ubisoft Shanghai,T
Tom Clancy's Ghost Recon Advanced Warfighter,2006,Shooter,Ubisoft,0.03,0.02,0,0.01,0.06,44,8,4.6,41,Ubisoft Shanghai,T
Tom Clancy's Ghost Recon Advanced Warfighter 2,2007,Shooter,Ubisoft,0.34,0.48,0.02,0.19,1.03,84,29,8.1,41,"Red Storm Entertainment, Ubisoft Paris",T
Tom Clancy's Ghost Recon Advanced Warfighter 2,2007,Shooter,Ubisoft,0.87,0.05,0.02,0.08,1.02,86,58,8.1,89,"Red Storm Entertainment, Ubisoft Paris",T
Tom Clancy's Ghost Recon Advanced Warfighter 2,2007,Shooter,Ubisoft,0.35,0.09,0,0.08,0.53,61,12,6.4,9,"High Voltage Software, Ubisoft Paris",T
Tom Clancy's HAWX,2009,Action,Ubisoft,0.31,0.19,0.02,0.06,0.58,73,64,7.3,51,Ubisoft Romania,T
Tom Clancy's HAWX,2009,Action,Ubisoft,0.21,0.22,0.05,0.09,0.56,74,35,8.1,39,Ubisoft Romania,T
Tom Clancy's HAWX,2009,Action,Ubisoft,0,0.03,0,0.01,0.04,70,23,7.3,125,Ubisoft Romania,T
Tom Clancy's HAWX 2,2010,Action,Ubisoft,0.21,0.12,0.03,0.05,0.41,70,30,6.8,19,Ubisoft,T
Tom Clancy's HAWX 2,2010,Action,Ubisoft,0.24,0.09,0.01,0.03,0.36,68,57,6.3,29,Ubisoft,T
Tom Clancy's HAWX 2,2010,Action,Ubisoft,0,0.04,0,0.01,0.05,66,12,3.8,47,Ubisoft,T
Tom Clancy's Rainbow Six: Lockdown,2005,Shooter,Ubisoft,0.26,0.13,0,0.02,0.41,74,39,6.6,28,"Red Storm Entertainment, Ubisoft Montreal",M
Tom Clancy's Rainbow Six: Lockdown,2005,Shooter,Ubisoft,0.17,0.13,0,0.04,0.35,70,15,6.9,9,"Red Storm Entertainment, Ubisoft Montreal",M
Tom Clancy's Rainbow Six: Lockdown,2005,Shooter,Ubisoft,0.04,0.01,0,0,0.05,72,8,7.8,5,"Red Storm Entertainment, Ubisoft Montreal",M
Tom Clancy's Rainbow Six: Siege,2015,Shooter,Ubisoft,0.55,1.19,0.14,0.33,2.21,73,40,7.3,480,Ubisoft Montreal,M
Tom Clancy's Rainbow Six: Siege,2015,Shooter,Ubisoft,0.77,0.45,0,0.12,1.34,74,24,6.9,252,Ubisoft Montreal,M
Tom Clancy's Rainbow Six: Siege,2015,Shooter,Ubisoft,0.13,0.08,0,0.02,0.23,79,37,6.9,734,Ubisoft Montreal,M
Tom Clancy's Rainbow Six: Vegas,2006,Shooter,Ubisoft,1.09,0.65,0.02,0.2,1.95,88,69,8.3,225,Ubisoft Montreal,M
Tom Clancy's Rainbow Six: Vegas,2007,Shooter,Ubisoft,0.47,0.53,0.03,0.22,1.25,86,32,7.6,81,Ubisoft Montreal,M
Tom Clancy's Rainbow Six: Vegas,2007,Shooter,Ubisoft,0.42,0.19,0,0.13,0.74,60,20,7.1,31,Ubisoft Montreal,T
Tom Clancy's Rainbow Six: Vegas 2,2008,Shooter,Ubisoft,1.56,0.6,0.02,0.23,2.42,82,66,7.8,176,Ubisoft Montreal,M
Tom Clancy's Rainbow Six: Vegas 2,2008,Shooter,Ubisoft,0.66,0.44,0.04,0.21,1.34,81,32,7.9,93,Ubisoft Montreal,M
Tom Clancy's Rainbow Six: Vegas 2,2008,Shooter,Ubisoft,0,0.02,0,0,0.02,78,20,7.3,185,Ubisoft Montreal,M
Tom Clancy's Rainbow Six 3,2003,Shooter,Ubisoft,0.91,0.57,0,0.07,1.55,86,39,8.5,31,Ubisoft,M
Tom Clancy's Rainbow Six 3,2004,Shooter,Ubisoft,0.4,0.31,0,0.1,0.81,70,34,8.2,17,Ubisoft Shanghai,M
Tom Clancy's Rainbow Six 3,2004,Shooter,Ubisoft,0.04,0.01,0,0,0.06,68,25,8.2,5,Ubisoft Shanghai,M
Tom Clancy's Rainbow Six 3: Black Arrow,2004,Shooter,Ubisoft,0.99,0.12,0,0.02,1.13,84,55,8.6,14,Ubisoft Montreal,M
Tom Clancy's Splinter Cell,2002,Action,Ubisoft,1.85,1.04,0,0.13,3.02,93,46,8.5,121,Ubisoft Montreal,T
Tom Clancy's Splinter Cell,2003,Action,Ubisoft,1.15,1.11,0,0.4,2.65,89,24,7.7,102,Ubisoft Shanghai,T
Tom Clancy's Splinter Cell,2003,Action,Ubisoft,0.18,0.05,0,0.01,0.23,89,19,8.7,25,Ubisoft Shanghai,T
Tom Clancy's Splinter Cell,2003,Action,Ubisoft,0.07,0.03,0,0,0.1,77,21,8.6,8,Ubisoft Montreal,T
