Name,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Story Focus,Gameplay Focus,Series
The Darkness II,2012.0,Shooter,Take-Two Interactive,0.1,0.03,0.0,0.01,0.14,77.0,20.0,7.6,448.0,Digital Extremes,M,x,x,x
The Dark Spire,2008.0,Role-Playing,Success,0.04,0.0,0.0,0.0,0.04,69.0,23.0,7.7,21.0,Success,E10+,,x,
The Da Vinci Code,2006.0,Action,Take-Two Interactive,0.07,0.05,0.0,0.02,0.14,54.0,43.0,8.0,24.0,Double Helix Games,T,,x,
The Da Vinci Code,2006.0,Action,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,52.0,34.0,2.8,5.0,Double Helix Games,T,,x,
The Dog Island,2007.0,Adventure,Ubisoft,0.34,0.01,0.0,0.03,0.38,70.0,4.0,8.1,12.0,Yuke's,E,,x,
The Dukes of Hazzard: Return of the General Lee,2004.0,Racing,Ubisoft,0.11,0.08,0.0,0.03,0.21,52.0,17.0,6.8,8.0,Ratbag,E,,x,
The Dukes of Hazzard: Return of the General Lee,2004.0,Racing,Ubisoft,0.06,0.02,0.0,0.0,0.08,49.0,18.0,7.0,4.0,Ratbag,E,,x,
The Elder Scrolls III: Morrowind,2002.0,Role-Playing,Ubisoft,2.09,0.63,0.03,0.11,2.86,87.0,34.0,8.7,111.0,Bethesda Softworks,T,x,,
The Elder Scrolls IV: Oblivion,2006.0,Role-Playing,Take-Two Interactive,2.82,1.03,0.13,0.4,4.38,94.0,90.0,8.7,1109.0,Bethesda Softworks,M,x,,
The Elder Scrolls IV: Oblivion,2006.0,Role-Playing,Take-Two Interactive,0.01,0.2,0.0,0.04,0.25,94.0,54.0,8.1,2454.0,Bethesda Softworks,M,x,,
The Elder Scrolls IV: Oblivion,2007.0,Role-Playing,Ubisoft,1.69,0.85,0.14,0.43,3.1,93.0,45.0,8.0,604.0,4J Studios,M,x,,
The Elder Scrolls Online,2014.0,Role-Playing,Bethesda Softworks,0.32,0.51,0.0,0.07,0.9,71.0,64.0,5.7,2421.0,ZeniMax Media,M,x,x,
The Elder Scrolls Online,2015.0,Role-Playing,Bethesda Softworks,0.78,0.38,0.0,0.12,1.28,77.0,11.0,8.4,613.0,ZeniMax Media,M,x,x,
The Elder Scrolls V: Skyrim,2011.0,Role-Playing,Bethesda Softworks,5.05,2.79,0.1,0.85,8.79,96.0,89.0,8.4,3589.0,Bethesda Game Studios,M,x,,
The Elder Scrolls V: Skyrim,2011.0,Role-Playing,Bethesda Softworks,2.55,2.6,0.25,1.0,6.41,92.0,16.0,6.4,2527.0,Bethesda Game Studios,M,x,,
The Elder Scrolls V: Skyrim,2011.0,Role-Playing,Bethesda Softworks,1.16,2.12,0.0,0.6,3.88,94.0,32.0,8.1,9073.0,Bethesda Game Studios,M,x,,
The Evil Within,2014.0,Action,Bethesda Softworks,0.55,0.86,0.11,0.27,1.79,75.0,65.0,7.3,1223.0,Tango Gameworks,M,x,x,
The Evil Within,2014.0,Action,Bethesda Softworks,0.35,0.25,0.0,0.06,0.67,79.0,24.0,7.3,430.0,Tango Gameworks,M,x,x,
The Evil Within,2014.0,Action,Bethesda Softworks,0.1,0.16,0.0,0.02,0.27,68.0,18.0,5.9,721.0,Tango Gameworks,M,x,x,
The Eye of Judgment,2007.0,Misc,Sony Computer Entertainment,0.28,0.0,0.02,0.03,0.33,75.0,43.0,8.2,51.0,SCEJ,T,,x,
The Eye of Judgment: Legends,2010.0,Strategy,Sony Computer Entertainment,0.0,0.0,0.01,0.0,0.01,69.0,17.0,7.9,16.0,SCEI,E10+,,x,
The Fast and the Furious,2006.0,Racing,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06,59.0,22.0,6.6,24.0,Eutechnyx,T,,x,
The Fast and the Furious,2007.0,Racing,Deep Silver,0.02,0.0,0.0,0.0,0.02,58.0,7.0,5.3,6.0,Eutechnyx,T,,x,
The Fight: Lights Out,2010.0,Fighting,Sony Computer Entertainment,0.29,0.21,0.0,0.09,0.59,48.0,39.0,7.5,77.0,Coldwood Interactive,T,,x,
The First Templar,2011.0,Action,Kalypso Media,0.06,0.04,0.0,0.01,0.1,52.0,21.0,6.3,26.0,Haemimont,T,,x,
The First Templar,2011.0,Action,Kalypso Media,0.06,0.01,0.0,0.01,0.08,57.0,19.0,5.8,60.0,Haemimont,T,,x,
The Getaway,2002.0,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54,72.0,49.0,6.8,88.0,Team Soho,M,,x,
The Getaway: Black Monday,2004.0,Action,Sony Computer Entertainment,0.39,1.01,0.02,0.36,1.78,57.0,53.0,7.6,47.0,SCEE London Studio,M,,x,
The Godfather,2006.0,Action,Electronic Arts,0.89,0.03,0.01,0.15,1.09,75.0,56.0,8.3,99.0,Electronic Arts,M,x,x,x
The Godfather: Blackhand Edition,2007.0,Adventure,Electronic Arts,0.14,0.0,0.0,0.01,0.15,77.0,38.0,8.5,48.0,EA Redwood Shores,M,,x,
The Godfather: Mob Wars,2006.0,Action,Electronic Arts,0.09,0.0,0.0,0.01,0.1,59.0,34.0,7.9,16.0,Page 44 Studios,M,,x,
The Godfather II,2009.0,Action,Electronic Arts,0.47,0.23,0.01,0.08,0.79,65.0,72.0,6.9,60.0,EA Redwood Shores,M,x,x,x
The Godfather II,2009.0,Action,Electronic Arts,0.41,0.21,0.01,0.1,0.74,67.0,53.0,7.2,50.0,EA Redwood Shores,M,x,x,x
The Golden Compass,2007.0,Action,Sega,0.28,0.25,0.0,0.06,0.6,43.0,7.0,4.9,8.0,Artificial Mind and Movement,E10+,,x,
The Golden Compass,2007.0,Action,Sega,0.13,0.0,0.0,0.39,0.52,46.0,10.0,5.2,6.0,Shiny Entertainment,E10+,,x,
The Golden Compass,2007.0,Action,Sega,0.3,0.12,0.0,0.04,0.46,41.0,25.0,4.1,14.0,Shiny Entertainment,E10+,,x,
The Golden Compass,2007.0,Action,Sega,0.14,0.1,0.0,0.05,0.28,40.0,17.0,4.8,16.0,Shiny Entertainment,E10+,,x,
The Golf Club,2014.0,Sports,Unknown,0.05,0.02,0.0,0.01,0.08,66.0,11.0,6.3,67.0,HB Studios Multimedia,E,,x,
The Golf Club,2014.0,Sports,Unknown,0.03,0.0,0.0,0.0,0.03,64.0,15.0,5.4,59.0,HB Studios Multimedia,E,,x,
The Great Escape,2003.0,Action,SCi,0.1,0.07,0.0,0.02,0.2,57.0,19.0,8.0,21.0,Pivotal Games,T,,x,
The Guided Fate Paradox,2013.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.06,0.0,0.07,74.0,27.0,7.8,66.0,Nippon Ichi Software,T,,x,
The Gunstringer,2011.0,Shooter,Microsoft Game Studios,0.26,0.1,0.0,0.04,0.4,77.0,60.0,8.1,40.0,Twisted Pixel Games,T,,x,
The Guy Game,2004.0,Misc,Gathering of Developers,0.07,0.05,0.0,0.02,0.13,48.0,20.0,6.7,13.0,Top Heavy Studios,M,,x,
The Guy Game,2004.0,Misc,Gathering of Developers,0.05,0.02,0.0,0.0,0.07,47.0,20.0,5.4,7.0,Top Heavy Studios,M,,x,
The Haunted: Hell's Reach,2011.0,Shooter,Visco,0.02,0.0,0.0,0.0,0.02,51.0,8.0,7.6,47.0,ValuSoft,M,,x,
The History Channel: Battle for the Pacific,2007.0,Shooter,Activision,0.05,0.0,0.0,0.0,0.06,35.0,11.0,6.1,21.0,Cauldron Ltd.,T,,x,
The History Channel: Battle for the Pacific,2008.0,Shooter,Activision,0.07,0.0,0.0,0.01,0.07,36.0,7.0,2.4,15.0,Activision,T,,x,
The Hobbit,2003.0,Platform,Vivendi Games,0.26,0.2,0.0,0.07,0.54,59.0,17.0,8.6,14.0,Inevitable Entertainment,E,,x,
The Hobbit,2003.0,Platform,Vivendi Games,0.14,0.05,0.0,0.0,0.19,67.0,6.0,9.2,17.0,Saffire,E,,x,
The Hobbit,2003.0,Platform,Vivendi Games,0.13,0.03,0.0,0.0,0.17,61.0,17.0,7.3,8.0,Inevitable Entertainment,E,,x,
The House of the Dead: Overkill,2009.0,Shooter,Sega,0.44,0.3,0.02,0.09,0.85,78.0,65.0,8.7,95.0,Headstrong Games,M,,x,
The House of The Dead III,2002.0,Shooter,Sega,0.29,0.08,0.0,0.01,0.39,72.0,30.0,7.3,9.0,Wow Entertainment,M,,x,
The Hustle: Detroit Streets,2005.0,Sports,Deep Silver,0.07,0.0,0.0,0.01,0.07,51.0,11.0,5.3,4.0,Blade Interactive,T,,x,
The Incredible Hulk,2008.0,Action,Sega,0.32,0.01,0.0,0.05,0.38,50.0,4.0,6.0,5.0,Edge of Reality,T,,x,
The Incredible Hulk,2008.0,Action,Sega,0.22,0.02,0.0,0.02,0.26,55.0,42.0,6.4,24.0,Edge of Reality,T,,x,
The Incredible Hulk,2008.0,Action,Sega,0.22,0.02,0.0,0.02,0.26,55.0,26.0,6.8,20.0,Edge of Reality,T,,x,
The Incredible Hulk: Ultimate Destruction,2005.0,Action,Vivendi Games,0.26,0.2,0.0,0.07,0.54,83.0,41.0,8.7,38.0,Radical Entertainment,T,,x,
The Incredible Hulk: Ultimate Destruction,2005.0,Action,Vivendi Games,0.17,0.05,0.0,0.01,0.23,84.0,47.0,8.0,22.0,Radical Entertainment,T,,x,
The Incredible Hulk: Ultimate Destruction,2005.0,Action,Vivendi Games,0.11,0.03,0.0,0.0,0.15,84.0,30.0,9.1,14.0,Radical Entertainment,T,,x,
The Incredibles,2004.0,Action,THQ,0.96,1.08,0.04,0.3,2.37,62.0,36.0,7.6,22.0,Heavy Iron Studios,T,,x,
The Incredibles,2004.0,Action,THQ,0.65,0.17,0.0,0.02,0.84,63.0,27.0,7.1,7.0,Heavy Iron Studios,T,,x,
The Incredibles: Rise of the Underminer,2005.0,Action,THQ,0.18,0.14,0.0,0.05,0.36,60.0,12.0,7.1,8.0,Heavy Iron Studios,E10+,,x,
The Incredibles: Rise of the Underminer,2005.0,Action,THQ,0.12,0.03,0.0,0.0,0.16,67.0,7.0,6.6,7.0,Heavy Iron Studios,E10+,,x,
The Inner World,2013.0,Adventure,Headup Games,0.0,0.03,0.0,0.0,0.03,72.0,18.0,8.1,48.0,Headup Games,N/A,,x,
The Italian Job,2003.0,Racing,Eidos Interactive,0.11,0.09,0.0,0.03,0.23,55.0,18.0,6.3,4.0,Climax Group,T,,x,
The Italian Job,2003.0,Racing,Eidos Interactive,0.06,0.02,0.0,0.0,0.08,54.0,22.0,5.8,5.0,Climax Group,T,,x,
The King of Fighters 02/03,2005.0,Fighting,SNK,0.03,0.03,0.0,0.01,0.07,73.0,28.0,8.8,14.0,SNK Playmore,T,,x,
The King of Fighters 2000/2001,2003.0,Fighting,Ignition Entertainment,0.05,0.04,0.0,0.01,0.11,71.0,31.0,8.6,17.0,SNK Playmore,T,,x,
The King of Fighters 2006,2006.0,Fighting,Ignition Entertainment,0.01,0.01,0.05,0.0,0.08,66.0,23.0,8.6,17.0,SNK Playmore,T,,x,
The King of Fighters Collection: The Orochi Saga,2006.0,Fighting,Ignition Entertainment,0.1,0.08,0.0,0.03,0.2,67.0,14.0,8.5,4.0,Terminal Reality,T,,x,
The King of Fighters Collection: The Orochi Saga,2008.0,Fighting,Ignition Entertainment,0.07,0.0,0.0,0.0,0.07,61.0,16.0,7.0,9.0,SNK Playmore,T,,x,
The King of Fighters EX2: Howling Blood,2002.0,Fighting,Marvelous Interactive,0.06,0.02,0.0,0.0,0.08,80.0,10.0,9.1,10.0,Marvelous,T,,x,
The King of Fighters XI,2006.0,Fighting,Ignition Entertainment,0.07,0.06,0.04,0.02,0.19,75.0,30.0,8.5,15.0,SNK Playmore,T,,x,
The King of Fighters XII,2009.0,Fighting,Ignition Entertainment,0.11,0.01,0.03,0.01,0.16,57.0,48.0,5.3,46.0,SNK Playmore,T,,x,
The King of Fighters XII,2009.0,Fighting,Ignition Entertainment,0.09,0.0,0.01,0.01,0.11,63.0,57.0,4.2,33.0,SNK Playmore,T,,x,
The King of Fighters XIII,2011.0,Fighting,Rising Star Games,0.23,0.06,0.01,0.03,0.33,79.0,31.0,8.2,51.0,SNK Playmore,T,,x,
The King of Fighters XIII,2011.0,Fighting,Rising Star Games,0.17,0.06,0.04,0.03,0.3,77.0,26.0,8.2,76.0,SNK Playmore,T,,x,
The King of Fighters XIV,2016.0,Fighting,Deep Silver,0.07,0.02,0.04,0.02,0.15,79.0,54.0,8.7,208.0,SNK Playmore,T,,x,
The Kore Gang,2010.0,Platform,Flashpoint Games,0.04,0.0,0.0,0.0,0.04,70.0,10.0,8.6,7.0,Snap Dragon Games,E10+,,x,
The Last Airbender,2010.0,Action,THQ,0.12,0.07,0.0,0.02,0.21,53.0,4.0,6.6,5.0,THQ,T,,x,
The Last Airbender,2010.0,Action,THQ,0.13,0.04,0.0,0.01,0.18,69.0,6.0,7.0,4.0,THQ,E10+,,x,
The Last Guy,2009.0,Action,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,77.0,33.0,6.9,30.0,SCE Japan Studio,E10+,,x,
The Last of Us,2013.0,Action,Sony Computer Entertainment Europe,2.41,2.18,0.28,0.99,5.87,95.0,98.0,9.1,8003.0,Naughty Dog,M,x,x,
The Last Remnant,2008.0,Role-Playing,Square Enix,0.25,0.2,0.18,0.06,0.68,66.0,49.0,6.9,122.0,Square Enix,M,,x,
The Last Remnant,2009.0,Role-Playing,Square Enix,0.0,0.01,0.0,0.0,0.01,66.0,23.0,8.3,240.0,Square Enix,M,,x,
The Last Story,2011.0,Role-Playing,Nintendo,0.3,0.13,0.18,0.04,0.65,80.0,61.0,8.4,179.0,"Mistwalker, Artoon",T,,x,
The Legendary Starfy,2008.0,Platform,Nintendo,0.6,0.0,0.2,0.05,0.85,75.0,25.0,8.4,26.0,TOSE,E,,x,
The Legend of Alon D'ar,2001.0,Role-Playing,Ubisoft,0.04,0.03,0.0,0.01,0.08,43.0,14.0,6.7,10.0,Stormfront Studios,T,x,,
The Legend of Dragoon,1999.0,Role-Playing,Sony Computer Entertainment,0.94,0.44,0.39,0.1,1.86,74.0,12.0,8.4,248.0,SCEI,T,x,,
The Legend of Heroes: A Tear of Vermillion,2005.0,Role-Playing,Namco Bandai Games,0.08,0.0,0.0,0.01,0.09,68.0,24.0,7.7,26.0,Microvision,T,x,,
The Legend of Heroes: Trails of Cold Steel,2013.0,Role-Playing,Nippon Ichi Software,0.05,0.02,0.14,0.02,0.23,77.0,20.0,7.5,132.0,Falcom,T,x,,
The Legend of Heroes: Trails of Cold Steel,2013.0,Role-Playing,Nippon Ichi Software,0.05,0.02,0.12,0.01,0.2,86.0,12.0,7.7,128.0,Falcom,T,x,,
The Legend of Heroes: Trails of Cold Steel II,2014.0,Role-Playing,Nippon Ichi Software,0.02,0.02,0.13,0.01,0.19,80.0,23.0,7.3,73.0,Falcom,T,x,,
The Legend of Heroes: Trails of Cold Steel II,2014.0,Role-Playing,Nippon Ichi Software,0.02,0.02,0.11,0.01,0.15,90.0,4.0,7.8,71.0,Falcom,T,x,,
The Legend of Heroes II: Prophecy of the Moonlight Witch,2004.0,Role-Playing,Namco Bandai Games,0.03,0.0,0.11,0.0,0.14,63.0,25.0,6.9,11.0,Microvision,E10+,x,,
The Legend of Heroes III: Song of the Ocean,2006.0,Role-Playing,Namco Bandai Games,0.03,0.0,0.0,0.0,0.03,58.0,17.0,6.1,7.0,Microvision,E10+,x,,
The Legend of Kage 2,2008.0,Action,Square Enix,0.07,0.0,0.0,0.0,0.07,70.0,21.0,6.3,4.0,Taito Corporation,E10+,,x,
The Legend of Legacy,2015.0,Role-Playing,FuRyu,0.12,0.01,0.1,0.02,0.25,67.0,31.0,7.1,54.0,FuRyu,E10+,,x,
The Legend of Spyro: A New Beginning,2006.0,Platform,Vivendi Games,0.33,0.01,0.0,0.03,0.37,68.0,10.0,6.8,8.0,Amaze Entertainment,E,,x,
The Legend of Spyro: A New Beginning,2006.0,Platform,Vivendi Games,0.15,0.04,0.0,0.01,0.19,67.0,13.0,7.3,11.0,Krome Studios,E10+,,x,
The Legend of Spyro: Dawn of the Dragon,2008.0,Platform,Vivendi Games,0.34,0.17,0.0,0.05,0.56,64.0,11.0,6.5,19.0,Etranges Libellules,E10+,,x,
The Legend of Spyro: Dawn of the Dragon,2008.0,Platform,Vivendi Games,0.26,0.15,0.0,0.05,0.46,57.0,9.0,6.8,10.0,Etranges Libellules,E,,x,
The Legend of Spyro: Dawn of the Dragon,2008.0,Platform,Vivendi Games,0.19,0.18,0.0,0.07,0.44,59.0,22.0,6.6,36.0,Etranges Libellules,E10+,,x,
The Legend of Spyro: Dawn of the Dragon,2008.0,Platform,Vivendi Games,0.16,0.12,0.0,0.03,0.31,62.0,35.0,7.2,26.0,Etranges Libellules,E10+,,x,
The Legend of Spyro: The Eternal Night,2007.0,Platform,Vivendi Games,0.21,0.16,0.0,0.05,0.42,54.0,18.0,5.4,28.0,Krome Studios,E10+,,x,
The Legend of Spyro: The Eternal Night,2007.0,Platform,Vivendi Games,0.32,0.02,0.0,0.03,0.37,56.0,4.0,2.7,6.0,Amaze Entertainment,E,,x,
The Legend of Spyro: The Eternal Night,2007.0,Platform,Vivendi Games,0.18,0.02,0.0,0.02,0.21,60.0,8.0,6.4,15.0,Krome Studios,E10+,,x,
The Legend of Zelda: A Link Between Worlds,2013.0,Action,Nintendo,1.4,1.01,0.46,0.23,3.1,91.0,81.0,8.9,1057.0,Nintendo,E,x,x,
The Legend of Zelda: A Link to the Past,2002.0,Action,Nintendo,1.75,0.52,0.33,0.1,2.7,95.0,30.0,9.1,314.0,Capcom,E,x,x,
The Legend of Zelda: Four Swords Adventures,2004.0,Action,Nintendo,0.63,0.16,0.0,0.02,0.81,86.0,55.0,7.2,74.0,Nintendo,E,x,x,
The Legend of Zelda: Majora's Mask 3D,2015.0,Action,Nintendo,1.15,0.55,0.47,0.17,2.34,89.0,82.0,9.0,478.0,GREZZO,E10+,x,x,
The Legend of Zelda: Phantom Hourglass,2007.0,Action,Nintendo,1.85,1.8,0.95,0.48,5.08,90.0,57.0,8.0,416.0,Nintendo,E,x,x,
The Legend of Zelda: Skyward Sword,2011.0,Action,Nintendo,2.03,1.16,0.37,0.38,3.95,93.0,81.0,8.0,1958.0,Nintendo,E10+,x,x,
The Legend of Zelda: Spirit Tracks,2009.0,Action,Nintendo,1.4,0.91,0.74,0.26,3.31,87.0,75.0,7.8,228.0,Nintendo,E10+,x,x,
The Legend of Zelda: The Minish Cap,2004.0,Action,Nintendo,0.89,0.22,0.22,0.1,1.42,89.0,56.0,9.0,203.0,Flagship,E,x,x,
The Legend of Zelda: The Wind Waker,2002.0,Action,Nintendo,2.6,0.99,0.89,0.13,4.6,96.0,80.0,8.9,968.0,Nintendo,E,x,x,
The Legend of Zelda: Tri Force Heroes,2015.0,Action,Nintendo,0.53,0.33,0.17,0.08,1.12,73.0,73.0,7.6,179.0,Nintendo,E,x,x,
The Legend of Zelda: Twilight Princess,2006.0,Action,Nintendo,3.74,2.14,0.6,0.68,7.15,95.0,73.0,9.0,1658.0,Nintendo,T,x,x,
The Legend of Zelda: Twilight Princess,2006.0,Action,Nintendo,1.15,0.36,0.04,0.04,1.59,96.0,16.0,9.2,568.0,Nintendo,T,x,x,
The Legend of Zelda: Twilight Princess HD,2016.0,Action,Nintendo,0.56,0.3,0.08,0.09,1.03,86.0,74.0,8.4,329.0,"Tantalus Interactive, Tantatus, Nintendo",T,x,x,
The LEGO Movie Videogame,2014.0,Action,Warner Bros. Interactive Entertainment,0.69,0.47,0.0,0.11,1.27,69.0,8.0,7.2,26.0,TT Games,E10+,,x,
The LEGO Movie Videogame,2014.0,Action,Warner Bros. Interactive Entertainment,0.33,0.43,0.02,0.15,0.93,80.0,5.0,6.8,12.0,TT Games,E10+,,x,
The LEGO Movie Videogame,2014.0,Action,Warner Bros. Interactive Entertainment,0.24,0.31,0.01,0.11,0.67,71.0,31.0,7.1,98.0,TT Games,E10+,,x,
The LEGO Movie Videogame,2014.0,Action,Warner Bros. Interactive Entertainment,0.33,0.23,0.03,0.05,0.64,68.0,5.0,7.7,25.0,TT Games,E10+,,x,
The LEGO Movie Videogame,2014.0,Action,Warner Bros. Interactive Entertainment,0.35,0.13,0.0,0.05,0.53,69.0,18.0,6.9,49.0,TT Games,E10+,,x,
The LEGO Movie Videogame,2014.0,Action,Warner Bros. Interactive Entertainment,0.02,0.04,0.0,0.0,0.06,68.0,7.0,6.8,33.0,TT Games,E10+,,x,
The Longest Journey,1999.0,Adventure,Empire Interactive,0.0,0.01,0.0,0.0,0.02,91.0,26.0,8.9,439.0,Funcom,M,x,x,
The Lord of the Rings: Aragorn's Quest,2010.0,Action,Warner Bros. Interactive Entertainment,0.17,0.05,0.0,0.02,0.23,58.0,21.0,7.8,5.0,Headstrong Games,T,,x,
The Lord of the Rings: Aragorn's Quest,2010.0,Action,Warner Bros. Interactive Entertainment,0.1,0.04,0.0,0.02,0.17,58.0,12.0,6.0,8.0,TT Fusion,T,,x,
The Lord of the Rings: Conquest,2009.0,Action,Electronic Arts,0.38,0.25,0.0,0.11,0.74,54.0,45.0,7.1,57.0,Pandemic Studios,T,,x,
The Lord of the Rings: Conquest,2009.0,Action,Electronic Arts,0.37,0.2,0.0,0.06,0.63,55.0,58.0,7.0,110.0,Pandemic Studios,T,,x,
The Lord of the Rings: Conquest,2009.0,Action,Electronic Arts,0.09,0.01,0.0,0.01,0.1,61.0,9.0,7.8,6.0,Artificial Mind and Movement,E10+,,x,
The Lord of the Rings: Conquest,2009.0,Action,Electronic Arts,0.0,0.02,0.0,0.0,0.02,57.0,24.0,6.7,42.0,Pandemic Studios,T,,x,
The Lord of the Rings: The Battle for Middle-Earth II,2006.0,Strategy,Electronic Arts,0.0,0.04,0.0,0.0,0.05,79.0,50.0,7.5,83.0,EA LA,T,,x,
The Lord of the Rings: The Battle for Middle-Earth II,2006.0,Strategy,Electronic Arts,0.01,0.01,0.0,0.0,0.02,84.0,36.0,7.5,366.0,EA LA,T,,x,
The Lord of the Rings: The Fellowship of the Ring,2002.0,Action,Black Label Games,0.59,0.46,0.0,0.15,1.2,59.0,19.0,5.1,20.0,Surreal Software,T,,x,
The Lord of the Rings: The Fellowship of the Ring,2002.0,Action,Universal Interactive,0.31,0.19,0.0,0.03,0.53,59.0,23.0,6.6,10.0,WXP,T,,x,
The Lord of the Rings: The Return of the King,2003.0,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28,85.0,31.0,8.7,105.0,EA Games,T,,x,
The Lord of the Rings: The Return of the King,2003.0,Action,Electronic Arts,0.71,0.38,0.0,0.05,1.14,84.0,31.0,9.1,31.0,EA Games,T,,x,
The Lord of the Rings: The Return of the King,2003.0,Action,Electronic Arts,0.53,0.14,0.0,0.02,0.69,84.0,23.0,8.5,21.0,Hypnos Entertainment,T,,x,
The Lord of the Rings: The Return of the King,2003.0,Action,Electronic Arts,0.4,0.15,0.0,0.01,0.56,77.0,13.0,8.2,11.0,Griptonite Games,T,,x,
The Lord of the Rings: The Third Age,2004.0,Role-Playing,Electronic Arts,0.49,0.02,0.0,0.08,0.58,73.0,35.0,8.2,60.0,EA Games,T,,x,
The Lord of the Rings: The Third Age,2004.0,Role-Playing,Electronic Arts,0.22,0.06,0.0,0.01,0.29,74.0,25.0,7.8,19.0,EA Games,T,,x,
The Lord of the Rings: The Third Age,2004.0,Role-Playing,Electronic Arts,0.16,0.06,0.0,0.0,0.22,67.0,7.0,8.5,12.0,Griptonite Games,T,,x,
The Lord of the Rings: The Two Towers,2002.0,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67,82.0,32.0,8.2,78.0,Stormfront Studios,T,,x,
The Lord of the Rings: The Two Towers,2002.0,Action,Electronic Arts,0.45,0.24,0.0,0.03,0.71,79.0,17.0,8.1,18.0,Stormfront Studios,T,,x,
The Lord of the Rings: The Two Towers,2002.0,Action,Electronic Arts,0.41,0.11,0.0,0.01,0.53,82.0,13.0,8.7,23.0,Stormfront Studios,T,,x,
The Lord of the Rings: War in the North,2011.0,Action,Warner Bros. Interactive Entertainment,0.05,0.11,0.0,0.03,0.19,66.0,21.0,7.1,289.0,Snowblind Studios,M,,x,
The Lord of the Rings Online: Mines of Moria,2008.0,Role-Playing,Codemasters Online,0.0,0.02,0.0,0.0,0.02,85.0,24.0,8.2,99.0,Turbine Inc.,T,,x,
The Lost Chronicles of Zerzura,2012.0,Adventure,DTP Entertainment,0.0,0.05,0.0,0.01,0.05,76.0,9.0,6.7,15.0,Cranberry Production,N/A,,x,
The Lost Vikings,2003.0,Puzzle,Activision,0.04,0.01,0.0,0.0,0.05,75.0,16.0,9.1,15.0,Mass Media,E,,x,
The Mark of Kri,2002.0,Action,Sony Computer Entertainment,0.22,0.18,0.0,0.06,0.46,80.0,37.0,7.9,29.0,SCEA,M,,x,
The Matrix: Path of Neo,2005.0,Action,Atari,0.41,0.01,0.0,0.07,0.49,69.0,42.0,7.9,42.0,Shiny Entertainment,T,,x,
The Matrix: Path of Neo,2005.0,Action,Atari,0.23,0.07,0.0,0.01,0.31,73.0,39.0,7.3,20.0,Shiny Entertainment,T,,x,
Theme Park,2007.0,Simulation,Electronic Arts,0.0,0.02,0.03,0.0,0.06,72.0,15.0,7.6,14.0,EA Japan Studio,E,,x,
Theme Park Roller Coaster,2000.0,Strategy,Electronic Arts,0.23,0.18,0.0,0.06,0.48,82.0,11.0,7.9,17.0,Bullfrog Productions,E,,x,
The Movies,2005.0,Simulation,Activision,0.01,0.03,0.0,0.01,0.04,84.0,62.0,8.3,131.0,Lionhead Studios,T,,x,
The Mummy: Tomb of the Dragon Emperor,2008.0,Action,Vivendi Games,0.12,0.1,0.0,0.03,0.25,38.0,7.0,6.8,6.0,Eurocom Entertainment Software,T,,x,
The Mummy: Tomb of the Dragon Emperor,2008.0,Action,Vivendi Games,0.08,0.0,0.0,0.01,0.09,39.0,7.0,6.4,5.0,Eurocom Entertainment Software,T,,x,
The Mummy Returns,2001.0,Action,Universal Interactive,0.25,0.19,0.0,0.06,0.5,44.0,13.0,7.0,11.0,Blitz Games,T,,x,
The Munchables,2009.0,Action,Namco Bandai Games,0.17,0.0,0.0,0.01,0.18,71.0,33.0,8.2,5.0,Now Production,E,,x,
The New York Times Crosswords,2007.0,Puzzle,Majesco Entertainment,0.42,0.0,0.0,0.03,0.45,79.0,15.0,6.7,6.0,BudCat,T,,x,
The Next BIG Thing,2011.0,Adventure,Focus Home Interactive,0.0,0.05,0.0,0.01,0.06,75.0,30.0,7.9,35.0,Pendulo Studios,E10+,,x,
The Night of the Rabbit,2013.0,Adventure,Daedalic Entertainment,0.0,0.03,0.0,0.0,0.03,75.0,45.0,7.5,82.0,Daedalic Entertainment,N/A,,x,
The Operative: No One Lives Forever,2002.0,Shooter,Electronic Arts,0.07,0.05,0.0,0.02,0.14,67.0,23.0,8.0,16.0,Monolith Productions,T,,x,
The Orange Box,2007.0,Shooter,Electronic Arts,1.09,0.53,0.02,0.17,1.82,96.0,54.0,8.9,797.0,Valve Software,M,,x,
The Orange Box,2007.0,Shooter,Electronic Arts,0.28,0.58,0.0,0.21,1.06,89.0,21.0,8.4,188.0,EA Games,M,,x,
The Orange Box,2007.0,Shooter,Electronic Arts,0.0,0.11,0.0,0.03,0.14,96.0,34.0,9.3,1495.0,Valve Software,M,,x,
The Order: 1886,2015.0,Shooter,Sony Computer Entertainment,0.61,0.78,0.06,0.27,1.74,63.0,94.0,6.6,3172.0,"Ready at Dawn, SCE Santa Monica",M,x,x,
The Outfit,2006.0,Action,THQ,0.21,0.02,0.0,0.02,0.25,70.0,52.0,7.5,48.0,Relic,M,,x,
